Title;Authors;Venue;Year;Library;I1;I2;I3;I4;I5;I6;E1;E2;E3;E4;Included
Selective and robust perception using multiresolution estimation techniques;"Polzleitner, W.; Wechsler, H.";Pattern Recognition, 1992. Vol.II. Conference B: Pattern Recognition Methodology and Systems, Proceedings., 11th IAPR International Conference on;1992;IEEE ;;;;;;;;;;X;
Selective Iterative Water-filling for Digital Subscriber Loops;"Yang Xu; Panigrahi, S.; Le-Ngoc, Tho";Information, Communications and Signal Processing, 2005 Fifth International Conference on;2005;IEEE ;O;O;O;;;;;;;;
Self model-driven engineering through metaprograms;Yannis Lilis, Anthony Savidis, Yannis Valsamakis;Proceedings of the 17th Panhellenic Conference on Informatics;2013;ACM;O;O;O;;;;;;;;
Self-Adaptation Techniques for Complex Service-oriented Systems;"Dustdar, S.; Goeschka, K.M.; Hong-Linh Truong; Zdun, U.";Next Generation Web Services Practices, 2009. NWESP '09. Fifth International Conference on;2009;IEEE ;O;O;O;;;;;;;;
Self-adaptive application for indoor wayfinding for individuals with cognitive impairments;"Magableh, B.; Barrett, S.";Computer-Based Medical Systems (CBMS), 2011 24th International Symposium on;2011;IEEE ;O;O;O;;;;;;;;
Self-adaptive Automata;Aimee  Borda and Vasileios  Koutavas;FormaliSE '18;2018;ACM;No;;;;;;;;;;
Self-adaptive Control in Cyber-physical Systems: The Autonomous Train Experiment;Alexander  Svae and Amir  Taherkordi and Peter  Herrmann and Jan Olaf Blech;SAC '17;2017;ACM;;If trains are MSRs;;;;;;;;;
Self-Adaptive Filtering Algorithm with PCM-Based Memory Storage System;Su-Kyung  Yoon and Jitae  Yun and Jung-Geun  Kim and Shin-Dug  Kim;;2018;ACM;NO;;;;;;;;;;
Self-adaptive IoT Architectures: An Emergency Handling Case Study;Henry  Muccini and Romina  Spalazzese and Mahyar T. Moghaddam and Mohammad  Sharaf;ECSA '18;2018;ACM;No;;;;;;;;;;
Self-Adaptive systems driven by runtime models a systematic literature review of approaches;Thiry M., Schmidt R.A.;Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE;2017;SCOPUS;N;;;;;;;;;;
Self-adaptive systems: A survey of current approaches, research challenges and applications ;"MacÃ­as-EscrivÃ¡, Frank D.; Haber, Rodolfo; del Toro, Raul & Hernandez, Vicente";Expert Systems with Applications ;2013;ScienceDirect;;;;;;;;;;;
Self-adaptive UIs: Integrated Model-Driven Development of UIs and Their Adaptations;"Yigitbas, Enes; Stahl, Hagen; Sauer, Stefan; Engels, Gregor";MODELLING FOUNDATIONS AND APPLICATIONS, ECMFA 2017;2017;WOS;N;;;;;;;;;;
Self-Adaptive Woman Health Monitoring System Using MAPE Components;"R. Mallya; S. Kothari";2018 3rd International Conference for Convergence in Technology (I2CT);2018;IEEE;NO;;;;;;;;;;
Self-adaptivity from different application perspectives: Requirements, realizations, reflections;Geihs K.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2013;Scopus;;;;;;;;;;;
Self-Aware Model-Driven Pervasive Systems;E. Gerbert-Gaillard P. Lalanda;2016 IEEE International Conference on Autonomic Computing (ICAC);2016;IEEE;o;o;;;;;;;x;;
Self-Awareness for Heterogeneous MPSoCs: A Case Study Using Adaptive, Reflective Middleware;Nikil  Dutt;GLSVLSI '18;2018;ACM;NO;;;;;;;;;;
Self-calibrating a stereo head: an error analysis in the neighbourhood of degenerate configurations;"De Agapito, L.; Huynh, D.Q.; Brooks, M.J.";Computer Vision, 1998. Sixth International Conference on;1998;IEEE ;;;;;;;;;;X;
Self-consistent asset pricing models ;Malevergne, Y. & Sornette, D.;Physica A: Statistical Mechanics and its Applications ;2007;ScienceDirect;O;O;O;;;;;;;;
Self-consistent dynamo models driven by hydromagnetic instabilities ;Fearn, D.R. & Proctor, M.R.E.;Physics of the Earth and Planetary Interiors ;1984;ScienceDirect;;;;;;;;;;X;
Self-consistent modelling of line-driven hot-star winds with Monte Carlo radiation hydrodynamics;"Noebauer, U. M.; Sim, S. A.";J;2015;WOS;O;O;;;;;;;X;;
Self-evolvable Knowledge-enhanced IoT Data Mobility for Smart Environment;Bin  Xiao;IML '17;2017;ACM;NO;;;;;;;;;;
Self-explanatory User Interfaces by Model-driven Engineering;Garc\'{\i}a Frey, Alfonso;Proceedings of the 2Nd ACM SIGCHI Symposium on Engineering Interactive Computing Systems;2010;ACM;O;O;O;;;;;;;;
Self-Gated Recurrent Neural Networks for Human Activity Recognition on Wearable Devices;Toan H. Vu and An  Dang and Le  Dung and Jia-Ching  Wang;Thematic Workshops '17;2017;ACM;NO;;;;;;;;;;
Self-hiding Behavior in Android Apps: Detection and Characterization;Zhiyong  Shan and Iulian  Neamtiu and Raina  Samuel;ICSE '18;2018;ACM;No;;;;;;;;;;
Self-loop aggregation product: a new hybrid approach to on-the-fly LTL model checking;Alexandre Duret-Lutz, Kais Klai, Denis Poitrenaud, Yann Thierry-Mieg;Proceedings of the 9th international conference on Automated technology for verification and analysis;2011;ACM;O;O;O;;;;;;;;
Self-optimization of coverage for femtocell deployments;"Claussen, H.; Ho, L.T.W.; Samuel, L.G.";Wireless Telecommunications Symposium, 2008. WTS 2008;2008;IEEE ;O;O;O;;;;;;;;
Self-Organizing Smart Grid Services;"Awad, A.; German, R.";Next Generation Mobile Applications, Services and Technologies (NGMAST), 2012 6th International Conference on;2012;IEEE ;O;O;O;;;;;;;;
Self-Reflection and Personal Physicalization Construction;Alice  Thudt and Uta  Hinrichs and Samuel  Huron and Sheelagh  Carpendale;CHI '18;2018;ACM;No;;;;;;;;;;
Self-regulated learning: A new concept embraced by researchers, policy makers, educators, teachers, and students ;Boekaerts, Monique;Learning and Instruction ;1997;ScienceDirect;;;;;;;;;;X;
Self-Sustainability in Nano Unmanned Aerial Vehicles: A Blimp Case Study;Daniele  Palossi and Andres  Gomez and Stefan  Draskovic and Kevin  Keller and Luca  Benini and Lothar  Thiele;CF'17;2017;ACM;No;;;;;;;;;;
Self-sustained Routing for Event Diffusion in Wireless Sensor Networks;Kirsten Terfloth, Jochen Schiller;RuleML '08: Proceedings of the International Symposium on Rule Representation, Interchange and Reasoning on the Web;2008  ;ACM;O;O;O;;;;;;;;
Self, Social and Monopoly Optimization in Observable Queues;Refael  Hassin and Ran I. Snitkovsky;VALUETOOLS 2017;2017;ACM;No;;;;;;;;;;
Selfish vs. Global Behavior Promotion in Car Controller Evolution;Jacopo  Talamini and Giovanni  Scaini and Eric  Medvet and Alberto  Bartoli;GECCO '18;2018;ACM;NO;;;;;;;;;;
Semantic modeling of Virtual Environments using MASCARET;"Chevaillier, P.; Thanh-Hai Trinh; Barange, M.; De Loor, P.; Devillers, F.; Soler, J.; Querrec, R.";Software Engineering and Architectures for Realtime Interactive Systems (SEARIS), 2012 5th Workshop on;2012;IEEE ;O;O;O;;;;;;;;
Semantic Scene Segmentation for Indoor Robot Navigation via Deep Learning;Yao  Yeboah and Cai  Yanguang and Wei  Wu and Zeyad  Farisi;ICRCA '18;2018;ACM;NO;;;;;;;;;;
Semantic self-management and mediation for home service platforms;Schaefer J.;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2014;Scopus;O;O;O;;;;;;;;
Semantic Speech Retrieval With a Visually Grounded Model of Untranscribed Speech;Herman  Kamper and Gregory  Shakhnarovich and Karen  Livescu;;2019;ACM;No;;;;;;;;;;
Semantic-based approach to streaming XML contents using Xstream;"Wong, E.Y.C.; Chan, A.T.S; Hong-va Leong";Computer Software and Applications Conference, 2003. COMPSAC 2003. Proceedings. 27th Annual International;2003;IEEE ;O;O;O;;;;;;;;
Semantic-oriented error correction for spoken query processing;"Minwoo Jeong; Byeongchang Kim; Lee, G.G.";Automatic Speech Recognition and Understanding, 2003. ASRU '03. 2003 IEEE Workshop on;2003;IEEE ;O;O;O;;;;;;;;
Semantically Enhanced Containers for Concurrent Real-Time Systems;"Dechev, D.; Pirkelbauer, P.; Rouquette, N.; Stroustrup, B.";Engineering of Computer Based Systems, 2009. ECBS 2009. 16th Annual IEEE International Conference and Workshop on the;2009;IEEE ;O;O;O;;;;;;;;
"Semi-Automated &#x38; Collaborative Online Training Module for Improving Communication Skills";Ru  Zhao and Vivian  Li and Hugo  Barbosa and Gourab  Ghoshal and Mohammed Ehsan Hoque;;2017;ACM;No;;;;;;;;;;
Semi-automatic Software Development Based on MDD for Heterogeneous Multi-joint Robots;"Hyun Seung Son; Woo Yeol Kim; Kim, R.";Future Generation Communication and Networking Symposia, 2008. FGCNS '08. Second International Conference on;2008;IEEE ;X;X;X;X;X;X;O;O;O;O;YES
SEMO: A Semantic Model for Emotion Recognition in Web Objects;Valentina  Franzoni and Alfredo  Milani and Giulio  Biondi;WI '17;2017;ACM;No;;;;;;;;;;
SeMo: Service-Oriented and Model-Based Software Framework for Cooperating Robots;H Hong, H Jung, K Park, S Ha;;;ACM;X;X;X;X;X;X;O;O;O;O;YES
Senkyunolide I protects rat brain against focal cerebral ischemiaâ€“reperfusion injury by up-regulating p-Erk1/2, Nrf2/HO-1 and inhibiting caspase 3 ;"Hu, Yangye; Duan, Muyin; Liang, Shuang; Wang, Yuan & Feng, Yi";Brain Research ;2015;ScienceDirect;;;;;;;;;X;;
Sensing Behavioral Change over Time: Using Within-Person Variability Features from Mobile Sensing to Predict Personality Traits;"Weichen  Wang and Gabriella M. Harari and Rui  Wang and Sandrine R. M&#252;ller and Shayan  Mirjafari and Kizito  Masaba and Andrew T. Campbell";;2018;ACM;NO;;;;;;;;;;
Sensing Experiment in a Caregiving Facility for Correlation Analysis of Sleep and Daytime Activities;Moe  Matsuki and Sozo  Inoue;UbiComp '18;2018;ACM;NO;;;;;;;;;;
Sensitivity Analysis of the Elasto-Geometrical Model of Cable-Driven Parallel Robots;"Baklouti, Sana; Caro, Stephane; Courteille, Eric";CABLE-DRIVEN PARALLEL ROBOTS;2018;WOS;N;;;;;;;;;;
Sensor-based Road Model Estimation for Autonomous Driving;"Thomas, Julian; Rojas, Raul";2017 28TH IEEE INTELLIGENT VEHICLES SYMPOSIUM (IV 2017);2017;WOS;N;;;;;;;;;;
Service robot control architectures for flexible and robust real-world task execution: Best practices and patterns;Lutz M., Stampfer D., Lotz A., Schlegel C.;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2014;Scopus;o;o;o;;;;;;;;
Service-oriented and collaborative portal for digital cities;Li J., Li Y., Lu X.;Proceedings of the 2007 11th International Conference on Computer Supported Cooperative Work in Design, CSCWD;2007;Scopus;O;O;O;;;;;;;;
SERVICES 2009 - 5th 2009 World Congress on Services;[No author name available];SERVICES 2009 - 5th 2009 World Congress on Services;2009;Scopus;;;;O;;;;;;;
Set membership prediction of nonlinear time series;"Milanese, M.; Novara, C.";Automatic Control, IEEE Transactions on;2005;IEEE ;O;O;O;;;;;;;;
Shaping Cooperation Between Humans and Agents with Emotion Expressions and Framing;Celso M. de Melo and Peter  Khooshabeh and Ori  Amir and Jonathan  Gratch;AAMAS '18;2018;ACM;NO;;;;;;;;;;
Shaping Opinion Dynamics in Social Networks;Abir  De and Sourangshu  Bhattacharya and Niloy  Ganguly;AAMAS '18;2018;ACM;NO;;;;;;;;;;
SHARC - Simulation and Verification of Hierarchical Embedded Microelectronic Systems;Weissnegger R., Kreiner C., Pistauer M., Römer K., Steger C.;Procedia Computer Science;2017;SCOPUS;N;;;;;;;;;;
Sharing Automatically Tracked Activity Data: Implications for Therapists and People with Mobility Impairments;Meethu  Malu and Leah  Findlater;PervasiveHealth '17;2017;ACM;No;;;;;;;;;;
Short-term real-time traffic prediction methods: A survey;J. Barros M. Araujo R. J. F. Rossetti;2015 International Conference on Models and Technologies for Intelligent Transportation Systems (MT-ITS);2015;IEEE;o;o;;;;;x;;x;;
Show me the product, show me the model: Effect of picture type on attitudes toward advertising ;AydÄ±noÄŸlu, NilÃ¼fer Z. & Cian, Luca;Journal of Consumer Psychology ;2014;ScienceDirect;O;O;O;;;;;;;;
Showing full semantics preservation in model transformation: a comparison of techniques;Mathias Hülsbusch, Barbara König, Arend Rensink, Maria Semenyak, Christian Soltenborn, Heike Wehrheim;IFM'10: Proceedings of the 8th international conference on Integrated formal methods;2010  ;ACM;O;O;O;;;;;;;;
SIGCHI Social Impact Award Talk -- Making Privacy and Security More Usable;Lorrie Faith Cranor;CHI EA '18;2018;ACM;NO;;;;;;;;;;
Sim-ATAV: Simulation-Based Adversarial Testing Framework for Autonomous Vehicles;Cumhur Erkan Tuncali and Georgios  Fainekos and Hisahiro  Ito and James  Kapinski;HSCC '18;2018;ACM;NO;;;;;;;;;;
SimilarHITs: Revealing the Role of Task Similarity in Microtask Crowdsourcing;Alan  Aipe and Ujwal  Gadiraju;HT '18;2018;ACM;NO;;;;;;;;;;
Simple not simplistic the middleware of behaviour models;V Estivill-Castro;School of Information and Communication Technology, Griffith University, Nathan, QLD, Australia;20000000;IEEE;o;o;;;;;;;x;;
Simple On-the-fly Parameter Selection Mechanisms for Two Classical Discrete Black-box Optimization Benchmark Problems;Carola  Doerr and Markus  Wagner;GECCO '18;2018;ACM;NO;;;;;;;;;;
Simplified fault tolerant finite control set model predictive control of a five-phase inverter supplying BLDC motor in electric vehicle drive;"Salehifar, Mehdi; Moreno-Eguilaz, Manuel; Putrus, Ghanim; Barras, Peter";J;2016;WOS;O;O;;;;;;;x;;
Simplifying Autonomic Enterprise Java Bean Applications via Model-driven Development: A Case Study;White, Jules and Schmidt, Douglas C. and Gokhale, Aniruddha;Proceedings of the 8th International Conference on Model Driven Engineering Languages and Systems;2005;ACM;O;O;O;;;;;;;;
Simulating Interaction Sequences;Jessica  Turner and Judy  Bowen and Steve  Reeves;EICS '18;2018;ACM;No;;;;;;;;;;
Simulation and Planning Project Logistics Operations: A Case Study of Transportation Operation of Autoclave from Petkim Port to G\{O}Rdes Building Site\{O}Mer Faruk G\{O}R\c{C}\{U}N;Omer Faruk Gorcun;ICMRE 2018;2018;ACM;NO;;;;;;;;;;
Simulation Based Studies on the Integration of Battery-Electric Vehicles in Regional Bus Services;F. Burmeister L. Schnieder T. Kurczveil;2015 IEEE 18th International Conference on Intelligent Transportation Systems;2015;IEEE;o;o;;;;;;;x;;
Simulation-Driven Reachability Using Matrix Measures;Chuchu  Fan and James  Kapinski and Xiaoqing  Jin and Sayan  Mitra;;2017;ACM;No;;;;;;;;;;
Simulators as Drivers of Cutting Edge Research;M. A. Raja S. Ali A. Mahmood;2016 7th International Conference on Intelligent Systems, Modelling and Simulation (ISMS);2016;IEEE;o;o;;;;;;;x;;
SimuLizar: Design-time modeling and performance analysis of self-adaptive systems;Becker M., Becker S., Meyer J.;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2013;Scopus;o;o;o;;;;;;;;
Simultaneous Locallzation and Mapping Using UAVs Equipped with Inexpensive Sensors;Ou  Zheng and Hala  ElAarag;CNS '18;2018;ACM;No;;;;;;;;;;
Simultaneous task allocation and planning under uncertainty;F Faruq, D Parker, B Laccrda;;;ACM;;;;;;;;;;;
Situated Conceptualization: A Framework for Multimodal Interaction (Keynote);Lawrence  Barsalou;ICMI 2017;2017;ACM;No;;;;;;;;;;
Skaterbots: Optimization-based Design and Motion Synthesis for Robotic Creatures with Legs and Wheels;Moritz  Geilinger and Roi  Poranne and Ruta  Desai and Bernhard  Thomaszewski and Stelian  Coros;;2018;ACM;No;;;;;;;;;;
SLOSL--A Modelling Language for Topologies and Routing in Overlay Networks;Behnel, S.;Parallel, Distributed and Network-Based Processing, 2007. PDP '07. 15th EUROMICRO International Conference on;2007;IEEE ;O;O;O;;;;;;;;
Smart City Logistik Erfurt (SCL): ICT-support for managing fully electric vehicles in the domain of inner city freight traffic;V. Schau W. Rossak H. Hempel S. SpÃ¤the;2015 International Conference on Industrial Engineering and Operations Management (IEOM);2015;IEEE;o;o;;;;;;;x;;
Smart districts in an ageing society;"Schulz, A.; Arnold, O.; Kirsch, L.";Consumer Electronics (GCCE), 2014 IEEE 3rd Global Conference on;2014;IEEE ;O;O;O;;;;;;;;
Smart least-resolution imager for industrial applications;"Koch, C.; Niemeyer, T.; Linck, C.; Matull, E.";Industrial Informatics (INDIN), 2011 9th IEEE International Conference on;2011;IEEE ;O;O;O;;;;;;;;
Smart radiation sensor management;"Cortez, R.A.; Papageorgiou, X.; Tanner, H.G.; Klimenko, A.V.; Borozdin, K.N.; Lumia, R.; Priedhorsky, W.C.";Robotics & Automation Magazine, IEEE;2008;IEEE ;O;O;O;;;;;;;;
SmartModels â€” an MDE platform for the management of software product lines;Tundrea, E.;" Timisoara""";2008;IEEE ;O;O;O;;;;;;;;
SmartShuttle: A Unified, Scalable and Replicable Approach to Connected and Automated Driving in a Smart City;Sukru Yaren Gelbal and Bilin Aksun Guvenc and Levent  Guvenc;SCOPE '17;2017;ACM;No;;;;;;;;;;
SMC: Satisfiability Modulo Convex Optimization;Yasser  Shoukry and Pierluigi  Nuzzo and Alberto L. Sangiovanni-Vincentelli and Sanjit A. Seshia and George J. Pappas and Paulo  Tabuada;HSCC '17;2017;ACM;NO;;;;;;;;;;
"Snake Alert Application: A Snake Tracking &#38; Reporting System";Owen Noel Newton Fernando and Santosh  Vijaykumar and Rianne W. Meurzec and Tan Quang  Ngo and Karthikayen  Jayasundar and Yohan  Fernandopulle and Vajisha  Wanniarachchi;DH '17;2017;ACM;NO;;;;;;;;;;
SOA4DERTS: A Service-Oriented UML profile for Distributed Embedded Real-Time Systems;"Muhammad, W.A.; Radziah, M.; Dayang, N.A.J.";Computers & Informatics (ISCI), 2012 IEEE Symposium on;2012;IEEE ;;;;;;;;;;;
Social Cobots: Anticipatory Decision-Making for Collaborative Robots Incorporating Unexpected Human Behaviors;"O. Can G&#246;r&#252;r and Benjamin  Rosman and Fikret  Sivrikaya and Sahin  Albayrak";HRI '18;2018;ACM;NO;;;;;;;;;;
Social Common Sense Modeling of a Spread-out Queue in Public Space for a Service Robot;Kana  Uotani and Masayuki  Kanbara and Shogo  Nishimura and Takayuki  Kanbara and Satoru  Satake and Norihiro  Hagita;HRI '17;2017;ACM;No;;;;;;;;;;
Social Machines for All;Petros  Papapanagiotou and Alan  Davoust and Dave  Murray-Rust and Areti  Manataki and Max  Van Kleek and Nigel  Shadbolt and Dave  Robertson;AAMAS '18;2018;ACM;No;;;;;;;;;;
